transaction_id,date,product_sku,product_name,category,brand,store_id,store_name,region,channel,quantity,unit_price,sales_amount,cost_amount,discount_percent
TXN1153,2023-09-08,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,899.99,854.99,650.0,5
TXN1154,2023-08-09,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Magasin,3,989.99,2821.47,2250.0,5
TXN1155,2023-06-04,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,3,989.99,2524.47,2250.0,15
TXN1156,2023-02-09,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,899.99,1619.98,1300.0,10
TXN1157,2023-12-29,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,499.99,999.98,760.0,0
TXN1158,2023-06-25,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,499.99,499.99,380.0,0
TXN1159,2024-03-25,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,899.99,899.99,650.0,0
TXN1160,2023-02-08,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,1299.99,2599.98,1960.0,0
TXN1161,2023-07-19,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,899.99,1619.98,1300.0,10
TXN1162,2023-12-21,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,699.99,699.99,520.0,0
TXN1163,2023-07-23,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,1,989.99,989.99,750.0,0
TXN1164,2023-03-17,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,3,899.99,2699.97,1950.0,0
TXN1165,2024-01-18,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,989.99,2821.47,2250.0,5
TXN1166,2023-06-01,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,989.99,1880.98,1500.0,5
TXN1167,2023-03-04,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,989.99,989.99,750.0,0
TXN1168,2023-04-14,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,499.99,999.98,760.0,0
TXN1169,2023-06-28,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,1,1299.99,1234.99,980.0,5
TXN1170,2023-03-17,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,989.99,2969.97,2250.0,0
TXN1171,2023-03-20,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,699.99,594.99,520.0,15
TXN1172,2023-02-21,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,1299.99,3704.97,2940.0,5
TXN1173,2024-03-03,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,1,899.99,899.99,650.0,0
TXN1174,2023-06-04,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,899.99,1709.98,1300.0,5
TXN1175,2024-04-04,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,1299.99,1104.99,980.0,15
TXN1176,2023-06-21,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,1299.99,2209.98,1960.0,15
TXN1177,2024-01-23,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,499.99,474.99,380.0,5
TXN1178,2023-08-17,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Mobile,1,1299.99,1299.99,980.0,0
TXN1179,2023-12-28,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,989.99,1979.98,1500.0,0
TXN1180,2024-01-23,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,1,499.99,499.99,380.0,0
TXN1181,2024-04-10,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,3,499.99,1499.97,1140.0,0
TXN1182,2023-03-24,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,899.99,1799.98,1300.0,0
TXN1183,2023-05-10,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,499.99,1349.97,1140.0,10
TXN1184,2023-07-31,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Magasin,3,989.99,2524.47,2250.0,15
TXN1185,2023-03-08,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,899.99,1619.98,1300.0,10
TXN1186,2024-04-13,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,989.99,2969.97,2250.0,0
TXN1187,2024-02-26,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,989.99,1979.98,1500.0,0
TXN1188,2023-12-21,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Web,2,699.99,1399.98,1040.0,0
TXN1189,2024-01-29,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,1299.99,3899.97,2940.0,0
TXN1190,2023-12-15,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,1,1299.99,1299.99,980.0,0
TXN1191,2023-12-26,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,699.99,699.99,520.0,0
TXN1192,2024-01-10,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,899.99,899.99,650.0,0
TXN1193,2023-02-26,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,499.99,999.98,760.0,0
TXN1194,2023-10-15,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Mobile,3,699.99,2099.97,1560.0,0
TXN1195,2023-10-22,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,3,499.99,1274.97,1140.0,15
TXN1196,2023-06-14,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,899.99,1619.98,1300.0,10
TXN1197,2024-06-28,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Magasin,1,1299.99,1234.99,980.0,5
TXN1198,2023-06-22,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,899.99,764.99,650.0,15
TXN1199,2024-02-27,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,899.99,809.99,650.0,10
TXN1200,2023-08-23,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,1,1299.99,1299.99,980.0,0
TXN1201,2024-01-15,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,1299.99,3704.97,2940.0,5
TXN1202,2024-04-04,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,499.99,499.99,380.0,0
TXN1203,2024-06-23,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,1,499.99,424.99,380.0,15
TXN1204,2023-08-26,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,1,499.99,499.99,380.0,0
TXN1205,2024-04-16,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,699.99,699.99,520.0,0
TXN1206,2023-01-18,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,699.99,1784.97,1560.0,15
TXN1207,2023-10-28,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,1,899.99,899.99,650.0,0
TXN1208,2023-02-19,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Magasin,1,1299.99,1299.99,980.0,0
TXN1209,2024-04-30,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,899.99,1799.98,1300.0,0
TXN1210,2023-09-03,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,1,1299.99,1169.99,980.0,10
TXN1211,2023-03-13,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,1,499.99,499.99,380.0,0
TXN1212,2023-04-15,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,699.99,699.99,520.0,0
TXN1213,2024-02-07,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,699.99,664.99,520.0,5
TXN1214,2023-04-28,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,989.99,2969.97,2250.0,0
TXN1215,2024-02-12,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,899.99,809.99,650.0,10
TXN1216,2023-03-07,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,2,989.99,1979.98,1500.0,0
TXN1217,2024-06-29,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,2,899.99,1799.98,1300.0,0
TXN1218,2024-06-01,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,499.99,999.98,760.0,0
TXN1219,2023-03-21,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,699.99,1784.97,1560.0,15
TXN1220,2023-12-31,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,499.99,1424.97,1140.0,5
TXN1221,2023-08-14,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,989.99,2969.97,2250.0,0
TXN1222,2023-10-28,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,499.99,1424.97,1140.0,5
TXN1223,2023-04-27,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,699.99,699.99,520.0,0
TXN1224,2023-12-08,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,1299.99,3314.97,2940.0,15
TXN1225,2024-01-09,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,2,499.99,999.98,760.0,0
TXN1226,2024-03-17,TAB-S7,Tablette S7,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,1,499.99,449.99,380.0,10
TXN1227,2023-05-22,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,1,1299.99,1299.99,980.0,0
TXN1228,2023-10-13,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,699.99,1259.98,1040.0,10
TXN1229,2023-08-08,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,499.99,999.98,760.0,0
TXN1230,2023-02-04,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,699.99,1189.98,1040.0,15
TXN1231,2023-08-31,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,2,1299.99,2339.98,1960.0,10
TXN1232,2023-12-21,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,2,699.99,1189.98,1040.0,15
TXN1233,2023-01-27,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Magasin,3,1299.99,3899.97,2940.0,0
TXN1234,2024-05-27,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Web,1,1299.99,1169.99,980.0,10
TXN1235,2023-08-17,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,699.99,1189.98,1040.0,15
TXN1236,2023-10-09,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,1,1299.99,1299.99,980.0,0
TXN1237,2023-05-18,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,1,899.99,899.99,650.0,0
TXN1238,2023-09-12,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,899.99,899.99,650.0,0
TXN1239,2023-09-14,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,1299.99,2599.98,1960.0,0
TXN1240,2023-06-25,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,499.99,849.98,760.0,15
TXN1241,2023-12-23,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,699.99,1889.97,1560.0,10
TXN1242,2023-09-02,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,1299.99,2339.98,1960.0,10
TXN1243,2024-02-10,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,2,989.99,1979.98,1500.0,0
TXN1244,2023-01-30,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,1299.99,3509.97,2940.0,10
TXN1245,2023-05-29,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,1299.99,3509.97,2940.0,10
TXN1246,2024-03-22,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,899.99,2699.97,1950.0,0
TXN1247,2023-12-15,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,1299.99,2469.98,1960.0,5
TXN1248,2023-02-22,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,699.99,1399.98,1040.0,0
TXN1249,2023-11-28,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Magasin,2,1299.99,2339.98,1960.0,10
TXN1250,2024-01-20,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,899.99,2294.97,1950.0,15
TXN1251,2024-03-12,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,1299.99,1169.99,980.0,10
TXN1252,2024-06-15,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,3,699.99,1889.97,1560.0,10
TXN1253,2024-04-08,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Magasin,1,989.99,989.99,750.0,0
TXN1254,2023-03-16,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,899.99,899.99,650.0,0
TXN1255,2024-02-20,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Magasin,3,699.99,2099.97,1560.0,0
TXN1256,2023-02-20,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,3,499.99,1274.97,1140.0,15
TXN1257,2024-05-23,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,3,899.99,2429.97,1950.0,10
TXN1258,2023-12-10,IP-14-128,iPhone 14 128GB,Électronique,Apple,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,1,989.99,989.99,750.0,0
TXN1259,2023-11-15,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,899.99,899.99,650.0,0
TXN1260,2024-04-17,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,3,899.99,2699.97,1950.0,0
TXN1261,2023-03-22,TAB-S7,Tablette S7,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Magasin,3,499.99,1274.97,1140.0,15
TXN1262,2023-11-13,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,499.99,499.99,380.0,0
TXN1263,2024-06-04,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Mobile,2,699.99,1329.98,1040.0,5
TXN1264,2023-12-31,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,1299.99,2599.98,1960.0,0
TXN1265,2023-05-17,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,1,899.99,899.99,650.0,0
TXN1266,2023-12-13,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Mobile,3,899.99,2294.97,1950.0,15
TXN1267,2023-05-27,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,899.99,2699.97,1950.0,0
TXN1268,2023-09-27,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,899.99,1799.98,1300.0,0
TXN1269,2023-12-09,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,1,1299.99,1169.99,980.0,10
TXN1270,2023-07-04,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,499.99,849.98,760.0,15
TXN1271,2023-07-02,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,2,499.99,999.98,760.0,0
TXN1272,2023-06-13,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,989.99,1979.98,1500.0,0
TXN1273,2023-09-06,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Mobile,3,989.99,2969.97,2250.0,0
TXN1274,2023-03-12,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,2,899.99,1709.98,1300.0,5
TXN1275,2024-04-25,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Mobile,3,1299.99,3899.97,2940.0,0
TXN1276,2024-06-23,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,3,699.99,2099.97,1560.0,0
TXN1277,2023-04-17,TAB-S7,Tablette S7,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,499.99,1499.97,1140.0,0
TXN1278,2024-02-07,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,699.99,2099.97,1560.0,0
TXN1279,2023-03-16,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,PAR01,Paris Centre,Île-de-France,Magasin,3,699.99,2099.97,1560.0,0
TXN1280,2023-01-13,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Web,1,1299.99,1299.99,980.0,0
TXN1281,2023-05-26,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,1,699.99,629.99,520.0,10
TXN1282,2023-06-20,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,899.99,1799.98,1300.0,0
TXN1283,2023-09-09,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Web,3,989.99,2969.97,2250.0,0
TXN1284,2023-04-17,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,PAR01,Paris Centre,Île-de-France,Magasin,2,1299.99,2339.98,1960.0,10
TXN1285,2024-05-05,SM-G990,Smartphone Galaxy,Électronique,Samsung,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,1,899.99,854.99,650.0,5
TXN1286,2023-01-27,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,989.99,1979.98,1500.0,0
TXN1287,2023-09-28,IP-14-128,iPhone 14 128GB,Électronique,Apple,PAR01,Paris Centre,Île-de-France,Magasin,2,989.99,1979.98,1500.0,0
TXN1288,2023-05-08,SM-G990,Smartphone Galaxy,Électronique,Samsung,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Mobile,3,899.99,2699.97,1950.0,0
TXN1289,2023-10-22,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,3,899.99,2294.97,1950.0,15
TXN1290,2023-09-29,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Magasin,2,499.99,999.98,760.0,0
TXN1291,2023-11-11,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Magasin,1,1299.99,1299.99,980.0,0
TXN1292,2024-06-02,IP-14-128,iPhone 14 128GB,Électronique,Apple,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,2,989.99,1880.98,1500.0,5
TXN1293,2024-05-12,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,699.99,1189.98,1040.0,15
TXN1294,2024-06-12,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,2,1299.99,2339.98,1960.0,10
TXN1295,2023-09-25,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,699.99,2099.97,1560.0,0
TXN1296,2023-05-29,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,499.99,1499.97,1140.0,0
TXN1297,2024-06-17,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,3,499.99,1499.97,1140.0,0
TXN1298,2024-02-22,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Web,3,899.99,2699.97,1950.0,0
TXN1299,2023-11-12,TV-LG-55,"TV LG 55"" 4K",Électronique,LG,BOR01,Bordeaux Centre,Nouvelle-Aquitaine,Web,2,699.99,1399.98,1040.0,0
TXN1300,2024-04-06,SM-G990,Smartphone Galaxy,Électronique,Samsung,PAR01,Paris Centre,Île-de-France,Magasin,3,899.99,2564.97,1950.0,5
TXN1301,2023-03-07,IP-14-128,iPhone 14 128GB,Électronique,Apple,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,989.99,2672.97,2250.0,10
TXN1302,2023-12-07,LAP-DEL-XPS,Laptop Dell XPS,Informatique,Dell,MAR01,Marseille Vieux Port,Provence-Alpes-Côte d'Azur,Web,3,1299.99,3899.97,2940.0,0
TXN1303,2023-02-02,SM-G990,Smartphone Galaxy,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Mobile,1,899.99,854.99,650.0,5
TXN1304,2023-03-23,TAB-S7,Tablette S7,Électronique,Samsung,LYO01,Lyon Part-Dieu,Auvergne-Rhône-Alpes,Web,2,499.99,999.98,760.0,0
